strategy_name,best_generation,finished_within_30s_any_validation,avg_finish_time,avg_max_track_progress,best_model_path
speed_only_baseline,3,False,,0.06932299145903112,artifacts/runs/20260619T064921Z_baseline_multi_strategy/strategies/speed_only_baseline/best_model.npz
progress_only,1,False,,0.024701427709695255,artifacts/runs/20260619T064921Z_baseline_multi_strategy/strategies/progress_only/best_model.npz
