strategy_name,best_generation,completed_generations,finished_within_30s_any_validation,avg_finish_time,avg_max_track_progress,best_model_path
race_metric_aligned,3,20,False,,0.07952893002759238,artifacts/runs/20260619T084840Z_race_metric_refine/strategies/race_metric_aligned/best_model.npz
race_metric_finish_pressure,1,20,False,,0.062129801290926545,artifacts/runs/20260619T084840Z_race_metric_refine/strategies/race_metric_finish_pressure/best_model.npz
race_metric_late_bonus,1,20,False,,0.039515976555114386,artifacts/runs/20260619T084840Z_race_metric_refine/strategies/race_metric_late_bonus/best_model.npz
race_metric_no_stall,9,20,False,,0.04547220428063142,artifacts/runs/20260619T084840Z_race_metric_refine/strategies/race_metric_no_stall/best_model.npz
race_metric_proxy,20,20,False,,0.8949716040028571,artifacts/runs/20260619T084840Z_race_metric_refine/strategies/race_metric_proxy/best_model.npz
race_metric_soft_checkpoints,1,20,False,,0.039515976555114386,artifacts/runs/20260619T084840Z_race_metric_refine/strategies/race_metric_soft_checkpoints/best_model.npz
speed_only_baseline,3,20,False,,0.06932299145903112,artifacts/runs/20260619T084840Z_race_metric_refine/strategies/speed_only_baseline/best_model.npz
