strategy_name,best_generation,finished_within_30s_any_validation,avg_finish_time,avg_max_track_progress,best_model_path
speed_only_baseline,1,False,,0.0,artifacts/runs/20260619T064724Z_smoke/strategies/speed_only_baseline/best_model.npz
progress_only,1,False,,0.07772784057456021,artifacts/runs/20260619T064724Z_smoke/strategies/progress_only/best_model.npz
